Passo;Temperatura;FO_atual;FO_vizinho;Melhor_FO;Movimento_Aceito
193;115.9822;9.0000;9.0000;25.0000;1
194;115.9822;7.0000;7.0000;25.0000;1
195;115.9822;0.0000;0.0000;25.0000;1
196;115.9822;6.0000;6.0000;25.0000;1
197;115.9822;6.0000;0.0000;25.0000;0
198;115.9822;16.0000;16.0000;25.0000;1
199;115.9822;10.0000;10.0000;25.0000;1
0;110.1831;0.0000;0.0000;25.0000;1
1;110.1831;6.0000;6.0000;25.0000;1
2;110.1831;8.0000;8.0000;25.0000;1
3;110.1831;2.0000;2.0000;25.0000;1
4;110.1831;12.0000;12.0000;25.0000;1
5;110.1831;24.0000;24.0000;25.0000;1
6;110.1831;14.0000;14.0000;25.0000;1
7;110.1831;21.0000;21.0000;25.0000;1
8;110.1831;21.0000;-2969.0000;25.0000;0
9;110.1831;9.0000;9.0000;25.0000;1
10;110.1831;2.0000;2.0000;25.0000;1
11;110.1831;8.0000;8.0000;25.0000;1
12;110.1831;20.0000;20.0000;25.0000;1
13;110.1831;20.0000;-973.0000;25.0000;0
14;110.1831;20.0000;-973.0000;25.0000;0
15;110.1831;20.0000;-973.0000;25.0000;0
16;110.1831;8.0000;8.0000;25.0000;1
17;110.1831;15.0000;15.0000;25.0000;1
18;110.1831;13.0000;13.0000;25.0000;1
19;110.1831;6.0000;6.0000;25.0000;1
20;110.1831;8.0000;8.0000;25.0000;1
21;110.1831;15.0000;15.0000;25.0000;1
22;110.1831;13.0000;13.0000;25.0000;1
23;110.1831;15.0000;15.0000;25.0000;1
24;110.1831;8.0000;8.0000;25.0000;1
25;110.1831;15.0000;15.0000;25.0000;1
26;110.1831;8.0000;8.0000;25.0000;1
27;110.1831;20.0000;20.0000;25.0000;1
28;110.1831;20.0000;-973.0000;25.0000;0
29;110.1831;18.0000;18.0000;25.0000;1
30;110.1831;18.0000;6.0000;25.0000;0
31;110.1831;6.0000;6.0000;25.0000;1
32;110.1831;13.0000;13.0000;25.0000;1
33;110.1831;25.0000;25.0000;25.0000;1
34;110.1831;13.0000;13.0000;25.0000;1
35;110.1831;23.0000;23.0000;25.0000;1
36;110.1831;13.0000;13.0000;25.0000;1
37;110.1831;25.0000;25.0000;25.0000;1
38;110.1831;13.0000;13.0000;25.0000;1
39;110.1831;6.0000;6.0000;25.0000;1
40;110.1831;8.0000;8.0000;25.0000;1
41;110.1831;18.0000;18.0000;25.0000;1
42;110.1831;8.0000;8.0000;25.0000;1
43;110.1831;2.0000;2.0000;25.0000;1
44;110.1831;9.0000;9.0000;25.0000;1
45;110.1831;21.0000;21.0000;25.0000;1
46;110.1831;21.0000;-2969.0000;25.0000;0
47;110.1831;21.0000;-2969.0000;25.0000;0
48;110.1831;21.0000;-2969.0000;25.0000;0
49;110.1831;9.0000;9.0000;25.0000;1
50;110.1831;15.0000;15.0000;25.0000;1
51;110.1831;13.0000;13.0000;25.0000;1
52;110.1831;25.0000;25.0000;25.0000;1
53;110.1831;18.0000;18.0000;25.0000;1
54;110.1831;20.0000;20.0000;25.0000;1
55;110.1831;8.0000;8.0000;25.0000;1
56;110.1831;2.0000;2.0000;25.0000;1
57;110.1831;12.0000;12.0000;25.0000;1
58;110.1831;2.0000;2.0000;25.0000;1
59;110.1831;14.0000;14.0000;25.0000;1
60;110.1831;20.0000;20.0000;25.0000;1
61;110.1831;20.0000;-973.0000;25.0000;0
62;110.1831;8.0000;8.0000;25.0000;1
63;110.1831;18.0000;18.0000;25.0000;1
64;110.1831;12.0000;12.0000;25.0000;1
65;110.1831;10.0000;10.0000;25.0000;1
66;110.1831;0.0000;0.0000;25.0000;1
67;110.1831;12.0000;12.0000;25.0000;1
68;110.1831;22.0000;22.0000;25.0000;1
69;110.1831;10.0000;10.0000;25.0000;1
70;110.1831;22.0000;22.0000;25.0000;1
71;110.1831;22.0000;-1971.0000;25.0000;0
72;110.1831;10.0000;10.0000;25.0000;1
73;110.1831;22.0000;22.0000;25.0000;1
74;110.1831;10.0000;10.0000;25.0000;1
75;110.1831;0.0000;0.0000;25.0000;1
76;110.1831;2.0000;2.0000;25.0000;1
77;110.1831;9.0000;9.0000;25.0000;1
78;110.1831;19.0000;19.0000;25.0000;1
79;110.1831;12.0000;12.0000;25.0000;1
80;110.1831;10.0000;10.0000;25.0000;1
81;110.1831;12.0000;12.0000;25.0000;1
82;110.1831;10.0000;10.0000;25.0000;1
83;110.1831;16.0000;16.0000;25.0000;1
84;110.1831;18.0000;18.0000;25.0000;1
85;110.1831;16.0000;16.0000;25.0000;1
86;110.1831;6.0000;6.0000;25.0000;1
87;110.1831;8.0000;8.0000;25.0000;1
88;110.1831;2.0000;2.0000;25.0000;1
89;110.1831;0.0000;0.0000;25.0000;1
90;110.1831;2.0000;2.0000;25.0000;1
91;110.1831;14.0000;14.0000;25.0000;1
92;110.1831;21.0000;21.0000;25.0000;1
93;110.1831;14.0000;14.0000;25.0000;1
94;110.1831;20.0000;20.0000;25.0000;1
95;110.1831;20.0000;-973.0000;25.0000;0
96;110.1831;8.0000;8.0000;25.0000;1
97;110.1831;20.0000;20.0000;25.0000;1
98;110.1831;20.0000;-973.0000;25.0000;0
99;110.1831;8.0000;8.0000;25.0000;1
100;110.1831;15.0000;15.0000;25.0000;1
101;110.1831;9.0000;9.0000;25.0000;1
102;110.1831;19.0000;19.0000;25.0000;1
103;110.1831;17.0000;17.0000;25.0000;1
104;110.1831;10.0000;10.0000;25.0000;1
105;110.1831;16.0000;16.0000;25.0000;1
106;110.1831;16.0000;6.0000;25.0000;0
107;110.1831;6.0000;6.0000;25.0000;1
108;110.1831;0.0000;0.0000;25.0000;1
109;110.1831;12.0000;12.0000;25.0000;1
110;110.1831;14.0000;14.0000;25.0000;1
111;110.1831;20.0000;20.0000;25.0000;1
112;110.1831;20.0000;-973.0000;25.0000;0
113;110.1831;20.0000;-1970.0000;25.0000;0
114;110.1831;20.0000;-1970.0000;25.0000;0
115;110.1831;18.0000;18.0000;25.0000;1
116;110.1831;6.0000;6.0000;25.0000;1
117;110.1831;18.0000;18.0000;25.0000;1
118;110.1831;18.0000;-972.0000;25.0000;0
119;110.1831;25.0000;25.0000;25.0000;1
120;110.1831;25.0000;-3965.0000;25.0000;0
121;110.1831;25.0000;13.0000;25.0000;0
122;110.1831;18.0000;18.0000;25.0000;1
123;110.1831;20.0000;20.0000;25.0000;1
124;110.1831;20.0000;-973.0000;25.0000;0
125;110.1831;18.0000;18.0000;25.0000;1
126;110.1831;20.0000;20.0000;25.0000;1
127;110.1831;18.0000;18.0000;25.0000;1
128;110.1831;20.0000;20.0000;25.0000;1
129;110.1831;8.0000;8.0000;25.0000;1
130;110.1831;15.0000;15.0000;25.0000;1
131;110.1831;15.0000;-973.0000;25.0000;0
132;110.1831;15.0000;-973.0000;25.0000;0
133;110.1831;15.0000;-973.0000;25.0000;0
134;110.1831;8.0000;8.0000;25.0000;1
135;110.1831;18.0000;18.0000;25.0000;1
136;110.1831;25.0000;25.0000;25.0000;1
137;110.1831;19.0000;19.0000;25.0000;1
138;110.1831;25.0000;25.0000;25.0000;1
139;110.1831;23.0000;23.0000;25.0000;1
140;110.1831;17.0000;17.0000;25.0000;1
141;110.1831;7.0000;7.0000;25.0000;1
142;110.1831;19.0000;19.0000;25.0000;1
143;110.1831;25.0000;25.0000;25.0000;1
144;110.1831;25.0000;-973.0000;25.0000;0
145;110.1831;25.0000;-3965.0000;25.0000;0
146;110.1831;13.0000;13.0000;25.0000;1
147;110.1831;25.0000;25.0000;25.0000;1
148;110.1831;25.0000;13.0000;25.0000;0
149;110.1831;18.0000;18.0000;25.0000;1
150;110.1831;6.0000;6.0000;25.0000;1
151;110.1831;18.0000;18.0000;25.0000;1
152;110.1831;25.0000;25.0000;25.0000;1
153;110.1831;25.0000;19.0000;25.0000;0
154;110.1831;25.0000;13.0000;25.0000;0
155;110.1831;25.0000;-973.0000;25.0000;0
156;110.1831;13.0000;13.0000;25.0000;1
157;110.1831;6.0000;6.0000;25.0000;1
158;110.1831;0.0000;0.0000;25.0000;1
159;110.1831;6.0000;6.0000;25.0000;1
160;110.1831;0.0000;0.0000;25.0000;1
161;110.1831;7.0000;7.0000;25.0000;1
162;110.1831;13.0000;13.0000;25.0000;1
163;110.1831;25.0000;25.0000;25.0000;1
164;110.1831;13.0000;13.0000;25.0000;1
165;110.1831;25.0000;25.0000;25.0000;1
166;110.1831;25.0000;-973.0000;25.0000;0
167;110.1831;25.0000;-3965.0000;25.0000;0
168;110.1831;18.0000;18.0000;25.0000;1
169;110.1831;12.0000;12.0000;25.0000;1
170;110.1831;19.0000;19.0000;25.0000;1
171;110.1831;21.0000;21.0000;25.0000;1
172;110.1831;14.0000;14.0000;25.0000;1
173;110.1831;21.0000;21.0000;25.0000;1
174;110.1831;21.0000;-2969.0000;25.0000;0
175;110.1831;21.0000;-2969.0000;25.0000;0
176;110.1831;9.0000;9.0000;25.0000;1
177;110.1831;7.0000;7.0000;25.0000;1
178;110.1831;17.0000;17.0000;25.0000;1
179;110.1831;19.0000;19.0000;25.0000;1
180;110.1831;9.0000;9.0000;25.0000;1
181;110.1831;21.0000;21.0000;25.0000;1
182;110.1831;9.0000;9.0000;25.0000;1
183;110.1831;2.0000;2.0000;25.0000;1
184;110.1831;9.0000;9.0000;25.0000;1
185;110.1831;21.0000;21.0000;25.0000;1
186;110.1831;19.0000;19.0000;25.0000;1
187;110.1831;25.0000;25.0000;25.0000;1
188;110.1831;13.0000;13.0000;25.0000;1
189;110.1831;6.0000;6.0000;25.0000;1
190;110.1831;0.0000;0.0000;25.0000;1
191;110.1831;6.0000;6.0000;25.0000;1
192;110.1831;0.0000;0.0000;25.0000;1
193;110.1831;10.0000;10.0000;25.0000;1
194;110.1831;12.0000;12.0000;25.0000;1
195;110.1831;10.0000;10.0000;25.0000;1
196;110.1831;12.0000;12.0000;25.0000;1
197;110.1831;18.0000;18.0000;25.0000;1
198;110.1831;25.0000;25.0000;25.0000;1
199;110.1831;19.0000;19.0000;25.0000;1
0;104.6739;19.0000;-2969.0000;25.0000;0
1;104.6739;19.0000;-2969.0000;25.0000;0
2;104.6739;9.0000;9.0000;25.0000;1
3;104.6739;19.0000;19.0000;25.0000;1
4;104.6739;17.0000;17.0000;25.0000;1
5;104.6739;19.0000;19.0000;25.0000;1
6;104.6739;25.0000;25.0000;25.0000;1
7;104.6739;19.0000;19.0000;25.0000;1
8;104.6739;9.0000;9.0000;25.0000;1
9;104.6739;15.0000;15.0000;25.0000;1
10;104.6739;25.0000;25.0000;25.0000;1
11;104.6739;15.0000;15.0000;25.0000;1
12;104.6739;25.0000;25.0000;25.0000;1
13;104.6739;25.0000;-4963.0000;25.0000;0
14;104.6739;19.0000;19.0000;25.0000;1
15;104.6739;25.0000;25.0000;25.0000;1
16;104.6739;25.0000;-4963.0000;25.0000;0
17;104.6739;18.0000;18.0000;25.0000;1
18;104.6739;18.0000;-1970.0000;25.0000;0
19;104.6739;8.0000;8.0000;25.0000;1
20;104.6739;18.0000;18.0000;25.0000;1
21;104.6739;12.0000;12.0000;25.0000;1
22;104.6739;18.0000;18.0000;25.0000;1
23;104.6739;8.0000;8.0000;25.0000;1
24;104.6739;15.0000;15.0000;25.0000;1
25;104.6739;8.0000;8.0000;25.0000;1
26;104.6739;2.0000;2.0000;25.0000;1
27;104.6739;9.0000;9.0000;25.0000;1
28;104.6739;15.0000;15.0000;25.0000;1
29;104.6739;25.0000;25.0000;25.0000;1
30;104.6739;23.0000;23.0000;25.0000;1
31;104.6739;16.0000;16.0000;25.0000;1
32;104.6739;18.0000;18.0000;25.0000;1
33;104.6739;18.0000;-1970.0000;25.0000;0
34;104.6739;18.0000;-1970.0000;25.0000;0
35;104.6739;8.0000;8.0000;25.0000;1
36;104.6739;2.0000;2.0000;25.0000;1
37;104.6739;8.0000;8.0000;25.0000;1
38;104.6739;20.0000;20.0000;25.0000;1
39;104.6739;20.0000;-973.0000;25.0000;0
40;104.6739;18.0000;18.0000;25.0000;1
41;104.6739;18.0000;-972.0000;25.0000;0
42;104.6739;18.0000;-972.0000;25.0000;0
43;104.6739;20.0000;20.0000;25.0000;1
44;104.6739;20.0000;-1970.0000;25.0000;0
45;104.6739;18.0000;18.0000;25.0000;1
46;104.6739;18.0000;-972.0000;25.0000;0
47;104.6739;18.0000;-972.0000;25.0000;0
48;104.6739;6.0000;6.0000;25.0000;1
49;104.6739;0.0000;0.0000;25.0000;1
50;104.6739;2.0000;2.0000;25.0000;1
51;104.6739;9.0000;9.0000;25.0000;1
52;104.6739;21.0000;21.0000;25.0000;1
53;104.6739;14.0000;14.0000;25.0000;1
54;104.6739;20.0000;20.0000;25.0000;1
55;104.6739;8.0000;8.0000;25.0000;1
56;104.6739;20.0000;20.0000;25.0000;1
57;104.6739;20.0000;-1970.0000;25.0000;0
58;104.6739;20.0000;-973.0000;25.0000;0
59;104.6739;20.0000;-1970.0000;25.0000;0
60;104.6739;14.0000;14.0000;25.0000;1
61;104.6739;2.0000;2.0000;25.0000;1
62;104.6739;8.0000;8.0000;25.0000;1
63;104.6739;15.0000;15.0000;25.0000;1
64;104.6739;25.0000;25.0000;25.0000;1
65;104.6739;15.0000;15.0000;25.0000;1
66;104.6739;15.0000;-973.0000;25.0000;0
67;104.6739;15.0000;-973.0000;25.0000;0
68;104.6739;25.0000;25.0000;25.0000;1
69;104.6739;25.0000;-4963.0000;25.0000;0
70;104.6739;15.0000;15.0000;25.0000;1
71;104.6739;8.0000;8.0000;25.0000;1
72;104.6739;2.0000;2.0000;25.0000;1
73;104.6739;12.0000;12.0000;25.0000;1
74;104.6739;2.0000;2.0000;25.0000;1
75;104.6739;8.0000;8.0000;25.0000;1
76;104.6739;6.0000;6.0000;25.0000;1
77;104.6739;0.0000;0.0000;25.0000;1
78;104.6739;7.0000;7.0000;25.0000;1
79;104.6739;13.0000;13.0000;25.0000;1
80;104.6739;13.0000;6.0000;25.0000;0
81;104.6739;23.0000;23.0000;25.0000;1
82;104.6739;25.0000;25.0000;25.0000;1
83;104.6739;23.0000;23.0000;25.0000;1
84;104.6739;17.0000;17.0000;25.0000;1
85;104.6739;19.0000;19.0000;25.0000;1
86;104.6739;19.0000;-2969.0000;25.0000;0
87;104.6739;19.0000;-2969.0000;25.0000;0
88;104.6739;17.0000;17.0000;25.0000;1
89;104.6739;10.0000;10.0000;25.0000;1
90;104.6739;22.0000;22.0000;25.0000;1
91;104.6739;12.0000;12.0000;25.0000;1
92;104.6739;0.0000;0.0000;25.0000;1
93;104.6739;7.0000;7.0000;25.0000;1
94;104.6739;0.0000;0.0000;25.0000;1
95;104.6739;7.0000;7.0000;25.0000;1
96;104.6739;9.0000;9.0000;25.0000;1
97;104.6739;19.0000;19.0000;25.0000;1
98;104.6739;17.0000;17.0000;25.0000;1
99;104.6739;17.0000;-1971.0000;25.0000;0
100;104.6739;17.0000;-1971.0000;25.0000;0
101;104.6739;7.0000;7.0000;25.0000;1
102;104.6739;17.0000;17.0000;25.0000;1
103;104.6739;17.0000;-1971.0000;25.0000;0
104;104.6739;17.0000;-1971.0000;25.0000;0
105;104.6739;10.0000;10.0000;25.0000;1
106;104.6739;22.0000;22.0000;25.0000;1
107;104.6739;10.0000;10.0000;25.0000;1
108;104.6739;16.0000;16.0000;25.0000;1
109;104.6739;23.0000;23.0000;25.0000;1
110;104.6739;17.0000;17.0000;25.0000;1
111;104.6739;17.0000;-1971.0000;25.0000;0
112;104.6739;23.0000;23.0000;25.0000;1
113;104.6739;13.0000;13.0000;25.0000;1
114;104.6739;23.0000;23.0000;25.0000;1
115;104.6739;23.0000;-3965.0000;25.0000;0
116;104.6739;17.0000;17.0000;25.0000;1
117;104.6739;7.0000;7.0000;25.0000;1
118;104.6739;17.0000;17.0000;25.0000;1
119;104.6739;19.0000;19.0000;25.0000;1
120;104.6739;25.0000;25.0000;25.0000;1
121;104.6739;23.0000;23.0000;25.0000;1
122;104.6739;25.0000;25.0000;25.0000;1
123;104.6739;18.0000;18.0000;25.0000;1
124;104.6739;25.0000;25.0000;25.0000;1
125;104.6739;15.0000;15.0000;25.0000;1
126;104.6739;9.0000;9.0000;25.0000;1
127;104.6739;15.0000;15.0000;25.0000;1
128;104.6739;13.0000;13.0000;25.0000;1
129;104.6739;7.0000;7.0000;25.0000;1
130;104.6739;0.0000;0.0000;25.0000;1
131;104.6739;2.0000;2.0000;25.0000;1
132;104.6739;0.0000;0.0000;25.0000;1
133;104.6739;7.0000;7.0000;25.0000;1
134;104.6739;13.0000;13.0000;25.0000;1
135;104.6739;23.0000;23.0000;25.0000;1
136;104.6739;17.0000;17.0000;25.0000;1
137;104.6739;7.0000;7.0000;25.0000;1
138;104.6739;17.0000;17.0000;25.0000;1
139;104.6739;19.0000;19.0000;25.0000;1
140;104.6739;19.0000;-2969.0000;25.0000;0
141;104.6739;19.0000;-2969.0000;25.0000;0
142;104.6739;12.0000;12.0000;25.0000;1
143;104.6739;2.0000;2.0000;25.0000;1
144;104.6739;8.0000;8.0000;25.0000;1
145;104.6739;20.0000;20.0000;25.0000;1
146;104.6739;20.0000;-1970.0000;25.0000;0
147;104.6739;14.0000;14.0000;25.0000;1
148;104.6739;20.0000;20.0000;25.0000;1
149;104.6739;20.0000;-973.0000;25.0000;0
150;104.6739;20.0000;-973.0000;25.0000;0
151;104.6739;20.0000;-973.0000;25.0000;0
152;104.6739;18.0000;18.0000;25.0000;1
153;104.6739;6.0000;6.0000;25.0000;1
154;104.6739;18.0000;18.0000;25.0000;1
155;104.6739;6.0000;6.0000;25.0000;1
156;104.6739;13.0000;13.0000;25.0000;1
157;104.6739;15.0000;15.0000;25.0000;1
158;104.6739;15.0000;-973.0000;25.0000;0
159;104.6739;8.0000;8.0000;25.0000;1
160;104.6739;18.0000;18.0000;25.0000;1
161;104.6739;25.0000;25.0000;25.0000;1
162;104.6739;19.0000;19.0000;25.0000;1
163;104.6739;19.0000;9.0000;25.0000;0
164;104.6739;12.0000;12.0000;25.0000;1
165;104.6739;10.0000;10.0000;25.0000;1
166;104.6739;0.0000;0.0000;25.0000;1
167;104.6739;7.0000;7.0000;25.0000;1
168;104.6739;19.0000;19.0000;25.0000;1
169;104.6739;7.0000;7.0000;25.0000;1
170;104.6739;0.0000;0.0000;25.0000;1
171;104.6739;10.0000;10.0000;25.0000;1
172;104.6739;22.0000;22.0000;25.0000;1
173;104.6739;22.0000;-1971.0000;25.0000;0
174;104.6739;24.0000;24.0000;25.0000;1
175;104.6739;24.0000;-1970.0000;25.0000;0
176;104.6739;12.0000;12.0000;25.0000;1
177;104.6739;24.0000;24.0000;25.0000;1
178;104.6739;24.0000;14.0000;25.0000;0
179;104.6739;12.0000;12.0000;25.0000;1
180;104.6739;18.0000;18.0000;25.0000;1
181;104.6739;16.0000;16.0000;25.0000;1
182;104.6739;18.0000;18.0000;25.0000;1
183;104.6739;25.0000;25.0000;25.0000;1
184;104.6739;25.0000;-4963.0000;25.0000;0
185;104.6739;25.0000;-4963.0000;25.0000;0
186;104.6739;18.0000;18.0000;25.0000;1
187;104.6739;12.0000;12.0000;25.0000;1
188;104.6739;2.0000;2.0000;25.0000;1
189;104.6739;8.0000;8.0000;25.0000;1
190;104.6739;20.0000;20.0000;25.0000;1
191;104.6739;8.0000;8.0000;25.0000;1
192;104.6739;15.0000;15.0000;25.0000;1
193;104.6739;9.0000;9.0000;25.0000;1
194;104.6739;2.0000;2.0000;25.0000;1
195;104.6739;14.0000;14.0000;25.0000;1
196;104.6739;2.0000;2.0000;25.0000;1
197;104.6739;12.0000;12.0000;25.0000;1
198;104.6739;24.0000;24.0000;25.0000;1
199;104.6739;22.0000;22.0000;25.0000;1
0;99.4402;12.0000;12.0000;25.0000;1
1;99.4402;14.0000;14.0000;25.0000;1
2;99.4402;21.0000;21.0000;25.0000;1
3;99.4402;19.0000;19.0000;25.0000;1
4;99.4402;19.0000;-1971.0000;25.0000;0
5;99.4402;7.0000;7.0000;25.0000;1
6;99.4402;17.0000;17.0000;25.0000;1
7;99.4402;23.0000;23.0000;25.0000;1
8;99.4402;16.0000;16.0000;25.0000;1
9;99.4402;18.0000;18.0000;25.0000;1
10;99.4402;25.0000;25.0000;25.0000;1
11;99.4402;25.0000;23.0000;25.0000;0
12;99.4402;25.0000;-4963.0000;25.0000;0
13;99.4402;23.0000;23.0000;25.0000;1
14;99.4402;17.0000;17.0000;25.0000;1
15;99.4402;10.0000;10.0000;25.0000;1
16;99.4402;22.0000;22.0000;25.0000;1
17;99.4402;22.0000;12.0000;25.0000;0
18;99.4402;24.0000;24.0000;25.0000;1
19;99.4402;24.0000;-2969.0000;25.0000;0
20;99.4402;24.0000;-2969.0000;25.0000;0
21;99.4402;24.0000;-2969.0000;25.0000;0
22;99.4402;12.0000;12.0000;25.0000;1
23;99.4402;2.0000;2.0000;25.0000;1
24;99.4402;8.0000;8.0000;25.0000;1
25;99.4402;6.0000;6.0000;25.0000;1
26;99.4402;13.0000;13.0000;25.0000;1
27;99.4402;15.0000;15.0000;25.0000;1
28;99.4402;8.0000;8.0000;25.0000;1
29;99.4402;2.0000;2.0000;25.0000;1
30;99.4402;8.0000;8.0000;25.0000;1
31;99.4402;6.0000;6.0000;25.0000;1
32;99.4402;13.0000;13.0000;25.0000;1
33;99.4402;15.0000;15.0000;25.0000;1
34;99.4402;9.0000;9.0000;25.0000;1
35;99.4402;21.0000;21.0000;25.0000;1
36;99.4402;21.0000;-973.0000;25.0000;0
37;99.4402;14.0000;14.0000;25.0000;1
38;99.4402;21.0000;21.0000;25.0000;1
39;99.4402;14.0000;14.0000;25.0000;1
40;99.4402;20.0000;20.0000;25.0000;1
41;99.4402;20.0000;-1970.0000;25.0000;0
42;99.4402;18.0000;18.0000;25.0000;1
43;99.4402;20.0000;20.0000;25.0000;1
44;99.4402;20.0000;-973.0000;25.0000;0
45;99.4402;20.0000;8.0000;25.0000;0
46;99.4402;20.0000;-973.0000;25.0000;0
47;99.4402;14.0000;14.0000;25.0000;1
48;99.4402;20.0000;20.0000;25.0000;1
49;99.4402;18.0000;18.0000;25.0000;1
50;99.4402;20.0000;20.0000;25.0000;1
51;99.4402;8.0000;8.0000;25.0000;1
52;99.4402;20.0000;20.0000;25.0000;1
53;99.4402;8.0000;8.0000;25.0000;1
54;99.4402;20.0000;20.0000;25.0000;1
55;99.4402;18.0000;18.0000;25.0000;1
56;99.4402;12.0000;12.0000;25.0000;1
57;99.4402;18.0000;18.0000;25.0000;1
58;99.4402;20.0000;20.0000;25.0000;1
59;99.4402;14.0000;14.0000;25.0000;1
60;99.4402;21.0000;21.0000;25.0000;1
61;99.4402;14.0000;14.0000;25.0000;1
62;99.4402;20.0000;20.0000;25.0000;1
63;99.4402;20.0000;-1970.0000;25.0000;0
64;99.4402;14.0000;14.0000;25.0000;1
65;99.4402;21.0000;21.0000;25.0000;1
66;99.4402;9.0000;9.0000;25.0000;1
67;99.4402;7.0000;7.0000;25.0000;1
68;99.4402;9.0000;9.0000;25.0000;1
69;99.4402;7.0000;7.0000;25.0000;1
70;99.4402;13.0000;13.0000;25.0000;1
71;99.4402;6.0000;6.0000;25.0000;1
72;99.4402;8.0000;8.0000;25.0000;1
73;99.4402;15.0000;15.0000;25.0000;1
74;99.4402;13.0000;13.0000;25.0000;1
75;99.4402;25.0000;25.0000;25.0000;1
76;99.4402;18.0000;18.0000;25.0000;1
77;99.4402;20.0000;20.0000;25.0000;1
78;99.4402;20.0000;-973.0000;25.0000;0
79;99.4402;20.0000;-1970.0000;25.0000;0
80;99.4402;18.0000;18.0000;25.0000;1
81;99.4402;18.0000;-972.0000;25.0000;0
82;99.4402;25.0000;25.0000;25.0000;1
83;99.4402;18.0000;18.0000;25.0000;1
84;99.4402;20.0000;20.0000;25.0000;1
85;99.4402;20.0000;-1970.0000;25.0000;0
86;99.4402;20.0000;-1970.0000;25.0000;0
87;99.4402;20.0000;-973.0000;25.0000;0
88;99.4402;20.0000;-1970.0000;25.0000;0
89;99.4402;8.0000;8.0000;25.0000;1
90;99.4402;6.0000;6.0000;25.0000;1
91;99.4402;16.0000;16.0000;25.0000;1
92;99.4402;16.0000;-972.0000;25.0000;0
93;99.4402;6.0000;6.0000;25.0000;1
94;99.4402;18.0000;18.0000;25.0000;1
95;99.4402;18.0000;-972.0000;25.0000;0
96;99.4402;12.0000;12.0000;25.0000;1
97;99.4402;14.0000;14.0000;25.0000;1
98;99.4402;24.0000;24.0000;25.0000;1
99;99.4402;24.0000;-1970.0000;25.0000;0
100;99.4402;24.0000;-1970.0000;25.0000;0
101;99.4402;14.0000;14.0000;25.0000;1
102;99.4402;12.0000;12.0000;25.0000;1
103;99.4402;19.0000;19.0000;25.0000;1
104;99.4402;25.0000;25.0000;25.0000;1
105;99.4402;25.0000;-973.0000;25.0000;0
106;99.4402;13.0000;13.0000;25.0000;1
107;99.4402;25.0000;25.0000;25.0000;1
108;99.4402;25.0000;-3965.0000;25.0000;0
109;99.4402;19.0000;19.0000;25.0000;1
110;99.4402;21.0000;21.0000;25.0000;1
111;99.4402;9.0000;9.0000;25.0000;1
112;99.4402;19.0000;19.0000;25.0000;1
113;99.4402;19.0000;-2969.0000;25.0000;0
114;99.4402;12.0000;12.0000;25.0000;1
115;99.4402;10.0000;10.0000;25.0000;1
116;99.4402;22.0000;22.0000;25.0000;1
117;99.4402;22.0000;-972.0000;25.0000;0
118;99.4402;22.0000;-972.0000;25.0000;0
119;99.4402;24.0000;24.0000;25.0000;1
120;99.4402;12.0000;12.0000;25.0000;1
121;99.4402;18.0000;18.0000;25.0000;1
122;99.4402;12.0000;12.0000;25.0000;1
123;99.4402;24.0000;24.0000;25.0000;1
124;99.4402;24.0000;-1970.0000;25.0000;0
125;99.4402;14.0000;14.0000;25.0000;1
126;99.4402;12.0000;12.0000;25.0000;1
127;99.4402;14.0000;14.0000;25.0000;1
128;99.4402;12.0000;12.0000;25.0000;1
129;99.4402;14.0000;14.0000;25.0000;1
130;99.4402;12.0000;12.0000;25.0000;1
131;99.4402;18.0000;18.0000;25.0000;1
132;99.4402;25.0000;25.0000;25.0000;1
133;99.4402;25.0000;-3965.0000;25.0000;0
134;99.4402;19.0000;19.0000;25.0000;1
135;99.4402;12.0000;12.0000;25.0000;1
136;99.4402;18.0000;18.0000;25.0000;1
137;99.4402;6.0000;6.0000;25.0000;1
138;99.4402;18.0000;18.0000;25.0000;1
139;99.4402;20.0000;20.0000;25.0000;1
140;99.4402;20.0000;-1970.0000;25.0000;0
141;99.4402;14.0000;14.0000;25.0000;1
142;99.4402;12.0000;12.0000;25.0000;1
143;99.4402;14.0000;14.0000;25.0000;1
144;99.4402;2.0000;2.0000;25.0000;1
145;99.4402;9.0000;9.0000;25.0000;1
146;99.4402;7.0000;7.0000;25.0000;1
147;99.4402;17.0000;17.0000;25.0000;1
148;99.4402;17.0000;-1971.0000;25.0000;0
149;99.4402;10.0000;10.0000;25.0000;1
150;99.4402;16.0000;16.0000;25.0000;1
151;99.4402;23.0000;23.0000;25.0000;1
152;99.4402;17.0000;17.0000;25.0000;1
153;99.4402;7.0000;7.0000;25.0000;1
154;99.4402;17.0000;17.0000;25.0000;1
155;99.4402;7.0000;7.0000;25.0000;1
156;99.4402;9.0000;9.0000;25.0000;1
157;99.4402;7.0000;7.0000;25.0000;1
158;99.4402;0.0000;0.0000;25.0000;1
159;99.4402;2.0000;2.0000;25.0000;1
160;99.4402;0.0000;0.0000;25.0000;1
161;99.4402;12.0000;12.0000;25.0000;1
162;99.4402;18.0000;18.0000;25.0000;1
163;99.4402;20.0000;20.0000;25.0000;1
164;99.4402;20.0000;-973.0000;25.0000;0
165;99.4402;14.0000;14.0000;25.0000;1
166;99.4402;12.0000;12.0000;25.0000;1
167;99.4402;14.0000;14.0000;25.0000;1
